Iteration,FID
39,27.460
21,35.423
3,5.682
33,29.537
35,27.822
9,13.857
7,11.207
25,34.782
1,3.763
13,21.404
47,49.187
5,7.578
29,37.380
11,17.407
43,35.321
17,29.161
41,32.105
45,42.412
31,35.411
23,41.286
37,27.230
19,33.265
15,23.067
49,49.577
27,35.407
