Iteration,FID
1.5,343.147
0.9,105.221
1.6,343.147
1.7,343.147
0.1,26.668
1.8,343.147
1.9,343.147
1.2,291.731
1.0,180.805
1.3,319.399
1.4,343.147
1.1,232.259
0.5,36.342
0.3,39.454
0.0,27.062
0.8,86.727
0.6,32.643
0.7,40.732
2.0,343.147
0.2,32.244
0.4,42.579
