Iteration,FID
39,36.354
21,35.494
3,31.228
33,34.303
35,34.881
9,32.153
7,31.268
25,37.987
1,26.753
13,28.302
47,36.579
5,31.695
29,37.218
11,31.758
43,37.191
17,30.523
41,35.918
45,37.913
31,35.774
23,36.722
37,34.612
19,33.228
15,29.603
49,38.064
27,35.349
