Iteration,FID
0.05,44.146
0.35,210.265
0.65,384.107
0.5,280.941
0.55,332.455
0.2,110.282
0.45,267.460
0.15,97.111
0.4,218.780
1.0,552.913
0.1,64.635
0.85,489.273
0.9,509.876
0.75,448.171
0.95,531.358
0.7,385.115
0.6,337.546
0.8,479.195
0.0,26.753
0.3,165.738
0.25,152.562
