Iteration,FID
1.5,166.272
0.9,31.965
1.6,166.272
1.7,166.272
0.1,20.845
1.8,166.272
1.9,166.272
1.2,41.804
1.0,49.369
1.3,121.395
1.4,164.891
1.1,71.315
0.5,18.413
0.3,25.878
0.0,24.878
0.8,29.946
0.6,22.079
0.7,22.319
2.0,166.272
0.2,25.701
0.4,30.764
