Iteration,FID
7600,50.015
3600,43.583
6400,36.934
6800,24.588
3200,35.661
6000,37.854
2400,32.791
1200,38.182
4400,28.718
7200,32.512
400,47.844
2000,41.343
800,33.957
1600,55.852
8000,28.301
5200,45.052
5600,43.290
0,124.285
2800,50.372
4800,38.800
4000,22.567
