Iteration,FID
7600,59.521
3600,65.076
6400,61.378
6800,66.170
3200,54.382
6000,38.974
2400,78.339
1200,57.388
4400,55.482
7200,62.557
400,107.938
2000,59.384
800,104.470
1600,61.488
8000,61.909
5200,45.311
5600,47.171
0,125.108
2800,59.145
4800,55.412
4000,60.323
