Iteration,FID
7600,50.852
3600,47.364
6400,63.761
6800,39.464
3200,53.276
6000,57.973
2400,40.727
1200,46.625
4400,54.165
7200,57.180
400,59.811
2000,58.466
800,43.972
1600,52.076
8000,35.308
5200,67.755
5600,74.619
0,128.456
2800,46.248
4800,52.513
4000,53.612
