Iteration,FID
7600,46.612
3600,40.275
6400,47.307
6800,45.416
3200,35.696
6000,36.381
2400,33.872
1200,41.346
4400,51.980
7200,30.026
400,58.369
2000,47.196
800,30.271
1600,31.076
8000,24.709
5200,38.315
5600,24.731
0,137.789
2800,35.247
4800,51.479
4000,30.341
