Iteration,FID
7600,47.026
3600,48.330
6400,52.298
6800,43.751
3200,59.995
6000,33.529
2400,76.201
1200,72.079
4400,47.874
7200,41.468
400,70.254
2000,75.931
800,87.043
1600,92.481
5200,56.352
5600,46.293
0,133.574
2800,77.360
4800,58.128
4000,72.146
