Iteration,FID
7600,124.934
108004,38.299
3600,122.607
10800,38.420
8800,40.282
10400,29.259
108006,72.484
108001,38.877
6400,115.437
108002,37.456
6800,115.483
3200,109.798
6000,124.560
108003,46.217
2400,121.501
1200,122.586
4400,115.213
7200,121.910
400,113.937
8400,38.110
9600,35.345
9200,41.290
2000,125.187
800,114.236
10000,46.397
1600,119.711
8000,39.531
5200,111.515
5600,116.137
0,110.269
2800,120.997
108005,34.131
4800,122.397
4000,128.236
