Iteration,FID
7600,84.705
3600,82.168
6400,82.510
6800,85.135
3200,79.652
6000,86.068
2400,77.699
1200,78.582
4400,86.297
7200,76.342
400,85.100
2000,69.429
800,76.181
1600,79.398
5200,78.532
5600,81.025
0,126.540
2800,78.885
4800,79.307
4000,77.751
