Iteration,FID
7600,51.382
3600,65.546
6400,53.500
6800,48.748
3200,58.188
6000,45.489
2400,44.230
1200,46.021
4400,52.018
7200,49.945
400,56.063
2000,61.068
800,56.682
1600,67.877
5200,50.491
5600,48.486
0,129.154
2800,53.992
4800,53.672
4000,44.888
